name,display,latitude,longitude,floors,icon,infomaxwidth,tab1title,tab1content,tab2title,tab2content,tab3title,tab3content,tab4title,tab4content
Track 1 Sessions,TRUE,37.783429,-122.404149,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/EvenFasterWebsites.html"">Even Faster Websites</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DesigningOpenSocialAppsSpeedScale.html"">Designing OpenSocial Apps for Speed and Scale</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GoogleFriendConnectGadgetsBestPractices.html"">Google Friend Connect Gadgets: Best Practices in Code and Interaction Design</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GFCPartners.html"">Google Friend Connect In The Real World</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ExploringChromeInternals.html"">Exploring Chrome Internals</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BigModularJavaGuice.html"">Big Modular Java with Guice</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingAdvanced3DGoogleEarth.html"">Building Advanced 3D Geographical Applications for the Web with the Google Earth API</a></td></tr></table>"
Track 2 Sessions,TRUE,37.78332,-122.40431,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/EvolutionGoogleDataProtocol.html"">Evolution of the Google Data Protocol: New Features for Building more Efficient Applications</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingApplicationsCloud.html"">Building Applications in the Cloud</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/PerformanceTipsGeoApiMashups.html"">Performance Tips for Geo API Mashups</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingScalableGeoApps.html"">Building Scalable Geo Applications</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ImplementingOwnVisualizationDatasource.html"">Implementing your Own Visualization Datasource</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/NativeClientUsingNativeCode.html"">Native Client: Using Native Code to Build Compute Intensive Web Applications</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/FunHacksCoolJavascripts.html"">Fun Hacks and Cool JavaScript: The Advanced Techniques Behind the Google AJAX API Playground</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GoingSocialYouTubeApps.html"">Going Social with the YouTube APIs</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/UsingGoogleDataApisOauthOpenSocial.html"">Using Google Data APIs and OAuth to Create an OpenSocial Gadget</a></td></tr></table>"
Track 3 Sessions,TRUE,37.783182,-122.404481,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GwtPreviewGoogleWebToolkit2.html"">GWT Can Do What?!?! A Preview of Google Web Toolkit 2.0</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/MeasureMillisecondsPerformanceTipsWebToolkit.html"">Measure in Milliseconds: Performance Tips for Google Web Toolkit</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/EffectiveGwt.html"">Effective GWT: Developing a complex, high-performance app with Google Web Toolkit</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AdvancedCustomSearchConfiguration.html"">Advanced Custom Search Configuration</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/UsingVisualizationApiGWT.html"">Using the Visualization API with GWT and Other Advanced Topics</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/StoryCompilerGwtCompiler.html"">The Story of your Compile: Reading the Tea Leaves of the GWT Compiler for an Optimized Future</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GoogleWebToolkitBestPractices.html"">Google Web Toolkit Architecture: Best Practices For Architecting Your GWT App</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ProgressivelyEnhanceAjaxApps.html"">Progressively Enhance AJAX Applications with Google Web Toolkit and GQuery</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingBusinessFreeApis.html"">Building a Business with Google's free APIs</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingAppsGoogleAPIs.html"">Building Applications with Google APIs</a></td></tr></table>"
Track 4 Sessions,TRUE,37.78329,-122.403819,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GoogleSocialWeb.html"">Google and the Social Web</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DontKnowGeoApiCantHurt.html"">What You Don't Know About Geo APIs Can't Hurt You</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/UsingAjaxApisUserGen.html"">Using AJAX APIs to Navigate User-Generated Content</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SearchFriendlyDevelopment.html"">Search Friendly Development</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/MapsApiMobile.html"">Maps APIs & Mobile</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DoYouBelieveUsers.html"">Do You Believe in the Users?</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/LookingBeyondScreenTextSpeechAndroid.html"">Looking Beyond the Screen: Text-To-Speech and Eyes-Free Interaction on Android</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SocialWebImplementorsGuide.html"">The Social Web: An Implementor's Guide</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SupportingMultipleDevicesBinary.html"">Supporting Multiple Devices with One Binary</a></td></tr></table>"
Track 5 Sessions,TRUE,37.783157,-122.403995,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/PuttingCustomSearchonYourWebsite.html"">Putting Custom Search on Your Website</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/V8BuildingHighPerfJavascriptEngine.html"">V8: Building a High Performance JavaScript Engine</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DesignDistributedTransactionLayerAppEngine.html"">A Design for a Distributed Transaction Layer for Google App Engine</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AddingInteractive3DContent.html"">Adding Interactive 3D Content to your Site</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/IgniteGoogleIO.html"">Ignite Google I/O</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BeyondCutPasteGoogleFriendConnect.html"">Beyond Cut & Paste: Deep integrations with Google Friend Connect</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingBusinessSocialApps.html"">Building a Business with Social Apps</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/O3DPartners.html"">Developing On O3D: A View From The Trenches</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/MercurialBigTable.html"">Mercurial on BigTable</a></td></tr></table>"
Track 6 Sessions,TRUE,37.782944,-122.404283,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DevelopingExtensionsGoogleChrome.html"">Developing Extensions for Google Chrome</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AppEngineNowJava.html"">App Engine: Now Serving Java</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GoogleHTML5Work.html"">Google's HTML 5 Work: What's Next?</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BrowserPerspectives.html"">Browser Perspectives: An Open Discussion</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BuildingScalableComplexApps.html"">Building Scalable, Complex Apps on App Engine</a></td></tr><tr><td class=""sched-time"">5:30p - 6:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AndroidFC.html"">Android Fireside Chat</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/WritingRealTimeGamesAndroid.html"">Writing Real-Time Games for Android</a></td></tr></table>"
Track 7 Sessions,TRUE,37.783002,-122.403806,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/HowToCodeThee.html"">How Do I Code Thee? Let Me Count the Ways</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/PixelPerfectCodeInteractionDesignAndroid.html"">Pixel Perfect Code: How to Marry Interaction and Visual Design the Android Way</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GeneralCachingArchitectureOfflineApps.html"">A General-purpose Caching Architecture for Offline-capable Web Applications with HTML 5 Databases or Gears</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/CodingLifeBatteryLife.html"">Coding for Life -- Battery Life, That Is</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/MasteringAndroidMediaFramework.html"">Mastering the Android Media Framework</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/OfflineProcessingAppEngine.html"">Offline Processing on App Engine: a Look Ahead</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/DebuggingArtsNinjaMasters.html"">Debugging Arts of the Ninja Masters</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/PoweringMobileAppsSocialData.html"">Powering Mobile Apps with Social Data</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/TurboChargeUiAndroidFast.html"">Turbo-charge your UI: How to Make your Android UI Fast and Efficient</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AndroidLightningTalks.html"">Android Lightning Talks</a></td></tr></table>"
Track 8 Sessions,TRUE,37.782832,-122.404032,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/FromSparkPlugToDriveTrain.html"">From Spark Plug to Drive Train: Life of an App Engine Request</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BestPracticesYouTubeApps.html"">Best Practices for Writing Great, Monetizable YouTube Apps</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/TransactionsAcrossDatacenters.html"">Transactions Across Datacenters (and Other Weekend Projects)</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AppEngineNittyGritty.html"">App Engine Nitty-Gritty: Scalability, Fault Tolerance, and Integrating Amazon EC2</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SiteReviewsExperts.html"">Site Review by the Experts</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SofterSideofSchemas.html"">The Softer Side Of Schemas - Mapping Java Persistence Standards To the Google App Engine Datastore</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/JrubyAppEngineJava.html"">JRuby and Ioke on Google App Engine for Java</a></td></tr></table>"
Track 9 Sessions,TRUE,37.782703,-122.4042,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">11:15a - 12:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/PracticalStandardsSecurityIdentityEnterprise.html"">Practical Standards-based Security and Identity in the Enterprise</a></td></tr><tr><td class=""sched-time"">12:30p - 1:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GrowingSasServicesBusinessReselling.html"">Growing a SaaS-based services business reselling Google Apps</a></td></tr><tr><td class=""sched-time"">1:45p - 2:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/MythGeniusProgrammer.html"">The Myth of the Genius Programmer</a></td></tr><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ExtendingGoogleSearchAppBehindFirewall.html"">Extending the Google Search Appliance to Crawl Valuable Data Behind the Firewall</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ThoughtWorksAppEngineJava.html"">ThoughtWorks on App Engine for Java: An Enterprise Cumulonimbus?</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">10:45a - 11:45a</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/BespinOpenWeb.html"">Bespin and the Open Web</a></td></tr><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/OpenSocialEnterprise.html"">OpenSocial in the Enterprise</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/UsingGoogleSecureDataConnectorAccessFirewall.html"">Using the Google Secure Data Connector to Access Behind-the-Firewall Data from Google's cloud</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GroovyGrailsAppEngine.html"">Groovy and Grails in App Engine</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ConnectingCloudsIntergratingAppEngine.html"">Connecting The Clouds: Integrating Google App Engine for Java with Force.com</a></td></tr></table>"
Fireside Chats,TRUE,37.78315,-122.40363,2,generic,,Wed,"<table class=""schedule""><tr><td class=""sched-time"">3:00p - 4:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GWTFC.html"">Google Web Toolkit Fireside Chat</a></td></tr><tr><td class=""sched-time"">4:15p - 5:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SocialDevsFC.html"">Fireside Chat with OpenSocial App Developers</a></td></tr></table>",Thu,"<table class=""schedule""><tr><td class=""sched-time"">12:00p - 1:00p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/GEOFC.html"">Geo APIs Fireside Chat</a></td></tr><tr><td class=""sched-time"">1:15p - 2:15p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/ClientFC.html"">Google Chrome / Client Technologies Fireside Chat</a></td></tr><tr><td class=""sched-time"">2:30p - 3:30p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/AppEngineFC.html"">Google App Engine Fireside Chat</a></td></tr><tr><td class=""sched-time"">3:45p - 4:45p</td><td class=""sched-title""><a href=""http://code.google.com/events/io/sessions/SocialContainersFC.html"">Fireside Chat with OpenSocial Containers</a></td></tr></table>"
